30009, 3183223269, 1, 0, 0
60015, 3015352299, 1, 0, 0
90016, 3286484653, 1, 0, 0
120035, 3350567704, 1, 0, 0
150028, 3253190234, 1, 0, 0
180026, 3124971285, 1, 0, 0
210023, 3103692927, 1, 0, 0
240051, 3072756569, 1, 0, 0
270010, 3291903975, 1, 0, 0
300040, 3558978434, 1, 0, 0
330021, 3470918380, 1, 0, 0
360003, 3280257079, 1, 0, 0
401793, 3484292881, 1, 0, 0
420012, 3822966927, 1, 0, 0
450008, 3052859071, 1, 0, 0
480036, 3303436799, 1, 0, 0
510017, 3374321462, 1, 0, 0
540036, 3301298435, 1, 0, 0
570016, 3311672389, 1, 0, 0
600028, 3524401879, 1, 0, 0
600906, 2549212140, 1, 0, 0
