30030, 3228022654, 1, 0, 0
60005, 3057389045, 1, 0, 0
90002, 3514189505, 1, 0, 0
120012, 3395748026, 1, 0, 0
150002, 3062014625, 1, 0, 0
180004, 3250324778, 1, 0, 0
210017, 3025095769, 1, 0, 0
240010, 3385101130, 1, 0, 0
270000, 3422301992, 1, 0, 0
300026, 3484095804, 1, 0, 0
330018, 3485306412, 1, 0, 0
360003, 3243310688, 1, 0, 0
401802, 3231621334, 1, 0, 0
420038, 3802828825, 1, 0, 0
450027, 3172463825, 1, 0, 0
480011, 3249373820, 1, 0, 0
510036, 3362552044, 1, 0, 0
540006, 3130310455, 1, 0, 0
570016, 3193923287, 1, 0, 0
600007, 3319595298, 1, 0, 0
600926, 2242748639, 1, 0, 0
