30043, 3221849947, 1, 0, 0
60011, 3336744490, 1, 0, 0
90018, 3535420968, 1, 0, 0
120002, 3488834725, 1, 0, 0
150075, 3287829864, 1, 0, 0
180014, 3359120098, 1, 0, 0
210011, 3189619804, 1, 0, 0
240019, 3289691498, 1, 0, 0
270061, 3304183830, 1, 0, 0
300005, 3444244238, 1, 0, 0
330029, 3575694556, 1, 0, 0
360010, 3408003658, 1, 0, 0
401781, 3388532012, 1, 0, 0
420007, 4081881606, 1, 0, 0
450029, 3278788480, 1, 0, 0
480052, 3342905182, 1, 0, 0
510037, 3546473225, 1, 0, 0
540008, 3151904861, 1, 0, 0
570004, 3232110365, 1, 0, 0
600016, 3461113630, 1, 0, 0
600943, 2245106013, 1, 0, 0
