30032, 3242181858, 1, 0, 0
60004, 3133265054, 1, 0, 0
90005, 3324516787, 1, 0, 0
120010, 3394794138, 1, 0, 0
150002, 3150658132, 1, 0, 0
180044, 3327080867, 1, 0, 0
210007, 3246328824, 1, 0, 0
240005, 3157691523, 1, 0, 0
270032, 3291081029, 1, 0, 0
300007, 3630582186, 1, 0, 0
330007, 3481112675, 1, 0, 0
360069, 3276788572, 1, 0, 0
401642, 3413594854, 1, 0, 0
420004, 3665868217, 1, 0, 0
450001, 3336534905, 1, 0, 0
480011, 3317346755, 1, 0, 0
510014, 3289899714, 1, 0, 0
540016, 3177260980, 1, 0, 0
570041, 3342537455, 1, 0, 0
600011, 3313600817, 1, 0, 0
600785, 1958440717, 1, 0, 0
