30007, 3197907571, 1, 0, 0
60015, 3245968536, 1, 0, 0
90054, 3316763956, 1, 0, 0
120023, 3461309943, 1, 0, 0
150005, 3145971314, 1, 0, 0
180002, 3157793277, 1, 0, 0
210018, 3250658818, 1, 0, 0
240015, 3215587278, 1, 0, 0
270010, 3507560641, 1, 0, 0
300004, 3605479613, 1, 0, 0
330033, 3444952163, 1, 0, 0
360022, 3333664171, 1, 0, 0
401759, 3211749416, 1, 0, 0
420021, 3921008864, 1, 0, 0
450005, 3255475128, 1, 0, 0
480000, 3377539747, 1, 0, 0
510006, 3261352604, 1, 0, 0
540017, 3161592907, 1, 0, 0
570026, 3334133892, 1, 0, 0
600000, 3394648546, 1, 0, 0
600919, 2510582981, 1, 0, 0
