30020, 3135569659, 1, 0, 0
60002, 3209916862, 1, 0, 0
90026, 3317132444, 1, 0, 0
120026, 3264080967, 1, 0, 0
150063, 3281610826, 1, 0, 0
180009, 3261405349, 1, 0, 0
210002, 3267655127, 1, 0, 0
240024, 3301811509, 1, 0, 0
270006, 3305023132, 1, 0, 0
300009, 3522546345, 1, 0, 0
330029, 3366592933, 1, 0, 0
360010, 3136636180, 1, 0, 0
401734, 3105532059, 1, 0, 0
420024, 3992414839, 1, 0, 0
450008, 3385157915, 1, 0, 0
480006, 3443644492, 1, 0, 0
510064, 3454205176, 1, 0, 0
540041, 3222375608, 1, 0, 0
570014, 3415113266, 1, 0, 0
600004, 3482940150, 1, 0, 0
600788, 2307479967, 1, 0, 0
