30007, 3200407382, 1, 0, 0
60043, 3208978718, 1, 0, 0
90008, 3318119425, 1, 0, 0
120059, 3310474014, 1, 0, 0
150064, 3051918967, 1, 0, 0
180031, 3219961912, 1, 0, 0
210010, 3092645498, 1, 0, 0
240015, 3087220210, 1, 0, 0
270028, 2867518612, 1, 0, 0
300078, 2809423608, 1, 0, 0
330067, 2680981936, 1, 0, 0
360006, 2582404688, 1, 0, 0
401756, 2651353648, 1, 0, 0
420021, 3185083000, 1, 0, 0
450005, 2511355062, 1, 0, 0
480000, 2782446859, 1, 0, 0
510013, 2662190576, 1, 0, 0
540025, 2639077850, 1, 0, 0
570026, 2508168115, 1, 0, 0
600012, 2846760155, 1, 0, 0
600889, 1772404263, 1, 0, 0
